ROW_ID,conversion
0,0.04052745
1,0.0001896026
2,0.1208909
3,0.00028994266
4,0.22731163
5,0.024346383
6,0.00017196445
7,0.054344904
8,0.16587774
9,0.00019687956
10,0.0003086825
11,0.17424336
12,0.18774898
13,0.040139016
14,0.17143573
15,0.00019541125
16,0.21990664
17,0.00012383294
18,0.0003462087
19,0.00032526895
20,0.11370567
21,0.14325789
22,0.30831885
23,0.00017508841
24,0.00014395069
25,0.00017783939
26,0.20693482
27,0.00014719086
28,0.08858184
29,0.18537311
30,0.00016950512
31,0.12313293
32,0.00016057827
33,0.110042274
34,0.06823734
35,0.56903243
36,0.036702275
37,0.073489465
38,0.0004395154
39,0.27138516
40,0.07775292
41,0.00018666612
42,0.00022547609
43,0.029513303
44,0.08009417
45,0.06481362
46,0.056446716
47,0.04723415
48,0.042516425
49,0.00039889582
50,0.09019419
51,0.11090887
52,0.00041111046
53,0.00020132525
54,0.2506817
55,0.00023059048
56,0.10672916
57,0.00014365821
58,0.33377212
59,0.00023578892
60,0.097053915
61,0.000106058265
62,0.06216709
63,0.12070695
64,0.00025354262
65,0.00015909369
66,0.00019157374
67,0.03496016
68,0.31892115
69,0.2764322
70,0.00019337868
71,0.00014222896
72,0.00021578395
73,0.12290914
74,0.00029571765
75,0.6466414
76,0.096761376
77,0.0003548583
78,0.03529633
79,0.08233767
80,0.00018231514
81,0.00021385409
82,0.12000875
83,0.041136637
84,0.00016945438
85,0.00039413804
86,0.00019104747
87,0.0001540261
88,0.24866876
89,0.026324714
90,0.05083733
91,0.17611764
92,0.19814172
93,0.15373102
94,0.053743985
95,0.028747287
96,0.00019131305
97,0.00026425498
98,0.00015170619
99,0.05587422
100,0.22918078
101,0.16887502
102,0.118887246
103,0.00022780187
104,0.00025605795
105,0.0520113
106,0.013807546
107,0.3140756
108,0.104071476
109,0.10834546
110,0.015934033
111,0.0001560368
112,0.28530625
113,0.0003139171
114,0.065518364
115,0.1316651
116,0.00022376576
117,0.097421885
118,0.14533266
119,0.18015197
120,0.3915353
121,0.12610252
122,0.00021503182
123,0.00023919214
124,0.00019610692
125,0.10867871
126,0.00015310272
127,0.08927127
128,0.00018216936
129,0.054506138
130,0.00015099643
131,0.00020665445
132,0.252081
133,0.28769007
134,0.019581748
135,0.079468735
136,0.00011050533
137,0.2769678
138,0.00018122619
139,0.00018176838
140,0.4432536
141,0.00031382014
142,0.0003607735
143,0.25055104
144,0.27102506
145,0.06278117
146,0.09553364
147,0.00024488242
148,0.00014543635
149,0.04323306
150,0.00016734403
151,0.00028021846
152,0.0769335
153,0.07462755
154,0.00017544035
155,0.060327433
156,0.027882092
157,0.15324087
158,0.029495666
159,0.035823714
