ROW_ID,conversion
0,0.041879214
1,7.4369054e-05
2,0.2010428
3,0.000107499734
4,0.15753856
5,0.017023088
6,5.8003923e-05
7,0.050853815
8,0.17709678
9,9.514416e-05
10,9.4516676e-05
11,0.13957848
12,0.30820552
13,0.033942267
14,0.17617333
15,6.743741e-05
16,0.1681237
17,7.1688264e-05
18,0.00011817168
19,0.00011537898
20,0.1403735
21,0.14710078
22,0.32609874
23,6.150585e-05
24,6.797329e-05
25,7.65739e-05
26,0.12715812
27,8.200476e-05
28,0.06636595
29,0.21069849
30,4.716254e-05
31,0.098453976
32,0.00010034723
33,0.07703585
34,0.07789877
35,0.51243466
36,0.052735515
37,0.04112603
38,8.0981845e-05
39,0.24113782
40,0.08124897
41,7.232693e-05
42,0.000103070466
43,0.025725124
44,0.06619582
45,0.032019477
46,0.07595528
47,0.021926098
48,0.02806995
49,0.000109432374
50,0.058019027
51,0.10420247
52,0.00012943
53,9.516966e-05
54,0.2658752
55,0.00010412929
56,0.09020178
57,6.3048865e-05
58,0.42728248
59,0.00014230546
60,0.08794469
61,7.632306e-05
62,0.061514366
63,0.10041425
64,0.00016125909
65,6.343738e-05
66,7.043337e-05
67,0.036695533
68,0.24009143
69,0.2589632
70,6.687219e-05
71,7.0400136e-05
72,9.131044e-05
73,0.0937608
74,0.00011604875
75,0.6768826
76,0.0893001
77,0.00011507868
78,0.027462373
79,0.06730111
80,7.975609e-05
81,8.438912e-05
82,0.1418744
83,0.06708096
84,8.791701e-05
85,0.00012318038
86,7.688231e-05
87,0.00015585613
88,0.22185096
89,0.022306072
90,0.057521317
91,0.14177062
92,0.19331415
93,0.12973373
94,0.04467849
95,0.035342347
96,9.9702826e-05
97,7.6146614e-05
98,7.1997514e-05
99,0.059121322
100,0.21597655
101,0.10984042
102,0.10859534
103,0.000108345455
104,0.00016451564
105,0.04591187
106,0.011071983
107,0.3234679
108,0.11658127
109,0.13218546
110,0.009890963
111,6.646721e-05
112,0.27497926
113,0.000106750056
114,0.04987398
115,0.10445471
116,6.9291906e-05
117,0.10342713
118,0.21514821
119,0.14737932
120,0.45030913
121,0.08375299
122,0.0001016246
123,0.0001052602
124,4.9467348e-05
125,0.12528941
126,8.903982e-05
127,0.09255435
128,0.000122799
129,0.05032261
130,7.79802e-05
131,7.191449e-05
132,0.24308589
133,0.23526165
134,0.015320289
135,0.075941406
136,4.4166274e-05
137,0.20951918
138,9.048577e-05
139,5.9757516e-05
140,0.420237
141,0.000100085956
142,0.00012192971
143,0.2164043
144,0.3255917
145,0.07095999
146,0.09753309
147,0.000108886525
148,7.250592e-05
149,0.030878106
150,0.000101757745
151,9.44193e-05
152,0.09000346
153,0.06339339
154,0.000115757735
155,0.074657194
156,0.023265535
157,0.13269696
158,0.03018915
159,0.034707107
160,0.08720887
161,0.062355813
162,0.07463881
163,0.049641028
164,0.2399474
165,8.156147e-05
166,0.17672454
167,0.4356713
168,8.450621e-05
169,0.10696973
170,0.14240578
171,0.13660534
172,0.00013119182
173,8.14786e-05
174,8.064462e-05
175,6.972407e-05
176,0.00011294634
177,0.000108278335
178,7.1116316e-05
179,0.07183349
180,0.00012762536
181,0.14515959
182,0.00011522779
183,0.000119391305
184,0.16708156
185,0.09409079
186,0.36533993
187,8.754873e-05
188,9.0740075e-05
189,8.7309294e-05
190,6.31157e-05
191,0.000102777005
192,0.00012950876
193,0.010764345
194,9.231684e-05
195,0.106050394
196,0.044716444
197,0.0673158
198,0.035280574
199,0.094277084
200,0.03970442
201,0.018487627
202,0.00010059825
203,8.70231e-05
204,0.021189133
205,0.00010202766
206,0.47275728
207,0.053179476
208,0.050733045
209,5.2601234e-05
210,7.3314455e-05
211,0.00016304782
212,0.0733791
213,0.31864607
214,5.1704894e-05
215,0.018034289
216,0.052719913
217,0.00018145962
218,0.09660566
219,0.23140666
220,0.19265424
221,0.05472324
222,9.692002e-05
223,0.24066015
224,9.158556e-05
225,0.00012621604
226,0.035746936
227,0.0003557435
228,6.5180895e-05
229,0.00012641345
230,0.27504355
231,6.763996e-05
232,0.12428852
233,0.00016071032
234,7.5398544e-05
235,0.12255942
236,7.465776e-05
237,0.026792647
238,0.00012847788
239,8.752336e-05
240,7.706772e-05
241,0.08749312
242,5.5261695e-05
243,0.00015037974
244,0.00014329348
245,0.14177328
246,0.15729252
247,0.00010764016
248,0.03770173
249,0.18307537
250,0.31990892
251,0.036424942
252,0.15695366
253,0.00010043176
254,0.00016637017
255,0.29763788
256,0.039989866
257,0.034630284
