ROW_ID,conversion
0,0.033840083
1,7.9282916e-05
2,0.07515234
3,0.000100272904
4,0.20848493
5,0.028419763
6,4.6693363e-05
7,0.039931893
8,0.13130064
9,8.419765e-05
10,9.4718875e-05
11,0.22932215
12,0.2653728
13,0.03489071
14,0.124938935
15,6.7051755e-05
16,0.16925386
17,6.8606794e-05
18,0.00010786138
19,0.00013373718
20,0.093954876
21,0.24214354
22,0.33399475
23,6.3761065e-05
24,6.5862885e-05
25,7.09488e-05
26,0.12336368
27,6.9676884e-05
28,0.10015696
29,0.21859518
30,4.8062113e-05
31,0.088847846
32,8.38739e-05
33,0.06726333
34,0.06460999
35,0.53615844
36,0.044630073
37,0.057303093
38,0.00012725145
39,0.27274883
40,0.058407906
41,7.311254e-05
42,0.00011013828
43,0.016934145
44,0.08747101
45,0.03920696
46,0.04387685
47,0.030046107
48,0.044633046
49,0.00012287758
50,0.11803027
51,0.14196314
52,0.00013934438
53,7.62583e-05
54,0.27237242
55,9.507931e-05
56,0.08959612
57,6.559061e-05
58,0.35778156
59,8.903184e-05
60,0.06814345
61,5.635265e-05
62,0.0339739
63,0.123644024
64,0.00013403464
65,5.7128073e-05
66,9.7624965e-05
67,0.02371665
68,0.26425293
69,0.23551981
70,6.185394e-05
71,7.396027e-05
72,0.000102453225
73,0.104439475
74,8.846836e-05
75,0.63126665
76,0.11001864
77,0.00014033217
78,0.07173322
79,0.05380732
80,8.109939e-05
81,8.3855986e-05
82,0.13987999
83,0.045151737
84,5.8872647e-05
85,0.00013225505
86,0.00010747657
87,5.9998485e-05
88,0.21627104
89,0.029126173
90,0.06163756
91,0.13697942
92,0.20528522
93,0.21212794
94,0.03553911
95,0.029225836
96,9.813599e-05
97,0.00010064258
98,0.00014657335
99,0.07731459
100,0.27820462
101,0.13694237
102,0.11333043
103,0.00011080288
104,0.00013888607
105,0.05480777
106,0.017686747
107,0.3459292
108,0.08802014
109,0.095792875
110,0.008036235
111,0.00010269335
112,0.27923596
113,0.00012315255
