ROW_ID,conversion
0,0.044704862
1,5.5765566e-05
2,0.12528832
3,8.57342e-05
4,0.20135003
5,0.0077859676
6,5.3390628e-05
7,0.035475962
8,0.18039834
9,7.763644e-05
10,0.00013137297
11,0.1350991
12,0.2639423
13,0.042454198
14,0.19307332
15,9.427374e-05
16,0.1832717
17,4.682495e-05
18,0.00014887482
19,0.00013567983
20,0.12257849
21,0.1584988
22,0.342111
23,7.3262665e-05
24,5.674204e-05
25,5.7217374e-05
26,0.119215906
27,5.361456e-05
28,0.0664362
29,0.25968322
30,5.099773e-05
31,0.12408364
32,9.438969e-05
33,0.09430801
34,0.115199886
35,0.6048411
36,0.07676592
37,0.04969201
38,0.00014705816
39,0.19519408
40,0.041873343
41,8.482471e-05
42,0.00013012881
43,0.022153368
44,0.059753172
45,0.029886777
46,0.084006794
47,0.038714383
48,0.06161389
49,0.00015561779
50,0.06455199
51,0.08825637
52,0.00010491088
53,0.00011069317
54,0.22251748
55,7.0429676e-05
56,0.06998421
57,9.2181544e-05
58,0.33209464
59,9.352901e-05
60,0.120720044
61,5.115047e-05
62,0.062194727
63,0.15076657
64,6.9710375e-05
65,5.703026e-05
66,8.335054e-05
67,0.030150877
68,0.23995431
69,0.28951994
70,9.556862e-05
71,6.995344e-05
72,7.919255e-05
73,0.09047541
74,9.74938e-05
75,0.6869658
76,0.095358595
77,7.749922e-05
78,0.059654046
79,0.07383944
80,0.00012592164
81,9.206146e-05
82,0.15993716
83,0.08205238
84,8.8273875e-05
85,0.0002088092
86,6.587262e-05
87,5.471796e-05
88,0.20873113
89,0.027595235
90,0.046770923
91,0.10338968
92,0.16888858
93,0.12729366
94,0.04701993
95,0.03522004
96,0.00010379748
97,7.939898e-05
98,8.584391e-05
99,0.064135976
100,0.21776171
101,0.19551313
102,0.16761404
103,0.00015500572
104,0.00014877762
105,0.046973202
106,0.011467959
107,0.3181612
108,0.10729651
109,0.0744245
110,0.00866755
111,8.519249e-05
112,0.28870144
113,0.00012775163
114,0.06699863
115,0.08087473
116,8.24631e-05
117,0.10784649
118,0.20041858
119,0.1686489
120,0.35165378
121,0.07304805
122,7.144742e-05
123,7.862623e-05
124,7.769139e-05
125,0.120844394
126,9.2725066e-05
127,0.09989756
128,0.00011609722
129,0.038386878
130,4.915557e-05
131,5.936651e-05
132,0.44458145
133,0.26729694
134,0.024942504
135,0.11643512
136,4.14965e-05
137,0.2772738
138,6.877133e-05
139,8.881247e-05
140,0.47603032
141,9.788458e-05
142,8.737434e-05
143,0.2119918
144,0.22774772
145,0.06578091
146,0.11044222
147,0.00010097402
148,8.846153e-05
149,0.039627787
150,0.000107043415
151,7.374498e-05
152,0.06966825
153,0.0969663
154,8.735609e-05
155,0.068489894
156,0.01802404
157,0.14521827
158,0.046754204
159,0.02892342
