ROW_ID,conversion
0,0.045654934
1,0.00020004476
2,0.1244815
3,0.00027589157
4,0.22601846
5,0.020127997
6,0.00019160772
7,0.04110801
8,0.19065545
9,0.0002302664
10,0.0003381549
11,0.20611693
12,0.29517424
13,0.04485729
14,0.14416121
15,0.00016696787
16,0.2614105
17,0.00015745383
18,0.0004278616
19,0.00044978663
20,0.09091595
21,0.13251065
22,0.30591768
23,0.00019926444
24,0.00012615335
25,0.00018299141
26,0.20115122
27,0.00013698527
28,0.06425928
29,0.20441099
30,0.0001962371
31,0.14076915
32,0.00016375456
33,0.13209224
34,0.063804686
35,0.47247696
36,0.040224925
37,0.04586493
38,0.0003665095
39,0.2113754
40,0.09244536
41,0.00018080919
42,0.00026169783
43,0.038490213
44,0.06698288
45,0.044512156
46,0.052063916
47,0.032295864
48,0.04406144
49,0.00042943703
50,0.11619862
51,0.097079344
52,0.00040262472
53,0.0001733566
54,0.30763012
55,0.00024219844
56,0.059261296
57,0.00016097701
58,0.23702128
59,0.000241699
60,0.09636091
61,0.000110570996
62,0.048310567
63,0.107598424
64,0.00022451268
65,0.00014707232
66,0.00022588989
67,0.04012679
68,0.27553135
69,0.30171537
70,0.00022003349
71,0.0001623522
72,0.00023849873
73,0.10653019
74,0.0002977367
75,0.6854818
76,0.08602574
77,0.00041714593
78,0.035612576
79,0.1083308
80,0.00023442107
81,0.00022013485
82,0.1034134
83,0.042158794
84,0.00015949665
85,0.00032663098
86,0.00015677205
87,0.00018551332
88,0.23583668
89,0.029332284
90,0.048716146
91,0.14223382
92,0.19815804
93,0.16041084
94,0.057618506
95,0.03338194
96,0.00027264367
97,0.00023364968
98,0.0001668525
99,0.061668027
100,0.27651808
101,0.16636838
102,0.10659238
103,0.00021792993
104,0.00028020883
105,0.05196648
106,0.025571393
107,0.29210535
108,0.1130119
109,0.10303903
110,0.015387577
111,0.00016629594
112,0.2636439
113,0.00034973654
114,0.07732961
115,0.10584886
116,0.00026804855
117,0.10665259
118,0.18532974
119,0.19319163
120,0.44499865
121,0.09127297
122,0.00017218974
123,0.00025954202
124,0.00019385165
125,0.10141858
126,0.0001580712
127,0.06239924
128,0.00017052365
129,0.0561207
130,0.00016376987
131,0.00015995066
