ROW_ID,conversion
0,0.026248073
1,9.710031e-05
2,0.07808151
3,9.600432e-05
4,0.24161536
5,0.015836693
6,6.469898e-05
7,0.02380865
8,0.15454748
9,5.8361293e-05
10,0.00011728951
11,0.24979435
12,0.31513524
13,0.01995334
14,0.09040327
15,8.3004474e-05
16,0.25081205
17,7.97164e-05
18,0.00014315841
19,0.00013169467
20,0.05261736
21,0.23378511
22,0.40973347
23,7.810455e-05
24,7.1749746e-05
25,9.826446e-05
26,0.13924718
27,0.00011680891
28,0.098538876
29,0.36897558
30,6.121854e-05
31,0.06055578
32,9.227873e-05
33,0.071214505
34,0.05164974
35,0.6197449
36,0.04138066
37,0.043231323
38,9.5385076e-05
39,0.30821615
40,0.056650694
41,7.792095e-05
42,7.531605e-05
43,0.02086735
44,0.08413066
45,0.07948422
46,0.031501055
47,0.03986683
48,0.050867584
49,0.00016157815
50,0.10822786
51,0.20992298
52,0.00011845135
53,8.507122e-05
54,0.25523722
55,7.387596e-05
56,0.1076914
57,0.00011738261
58,0.36481977
59,0.0001397064
60,0.05081873
61,6.421015e-05
62,0.047109652
63,0.2137794
64,0.00015569171
65,7.5777694e-05
66,7.2837945e-05
67,0.025703968
68,0.33084458
69,0.2336731
70,8.541457e-05
71,8.605012e-05
72,9.226228e-05
73,0.106701344
74,0.00013483221
75,0.6182535
76,0.12332403
77,0.00010616137
78,0.076991245
79,0.1650079
80,9.404423e-05
81,8.454578e-05
82,0.15662612
83,0.03190451
84,0.00010551395
85,0.00010407042
86,0.00013141231
87,7.262633e-05
88,0.28064144
89,0.035210215
90,0.04989881
91,0.20687358
92,0.23704126
93,0.17492405
94,0.03801363
95,0.019138483
96,0.00012522163
97,0.00011940201
98,9.567312e-05
99,0.09846903
100,0.3123596
101,0.22331804
102,0.11441142
103,9.4840165e-05
104,0.000191734
105,0.033080287
106,0.028565759
107,0.3302266
108,0.053521905
109,0.17472918
110,0.008832435
111,0.00013078838
112,0.16942807
113,9.161256e-05
114,0.09832431
115,0.10432137
116,7.495808e-05
117,0.09957194
118,0.26093742
119,0.23236895
120,0.48565775
121,0.11747392
122,8.442614e-05
123,9.2463e-05
124,9.6254385e-05
125,0.12087755
126,9.7537035e-05
127,0.08896848
128,9.258316e-05
129,0.029099356
130,6.780025e-05
131,7.4399766e-05
132,0.2344163
133,0.26945436
134,0.027209366
135,0.049502686
136,8.416602e-05
137,0.24710675
138,6.836606e-05
139,7.247019e-05
140,0.46001086
141,0.000103894134
142,0.00011723305
143,0.2114349
144,0.37582108
145,0.032065768
146,0.096674345
147,0.00010099627
148,6.167447e-05
149,0.054264706
150,0.00011856278
151,8.568427e-05
152,0.054781925
153,0.08546209
154,6.0863636e-05
155,0.10416818
156,0.015418722
157,0.1544832
158,0.02653444
159,0.041691408
160,0.15138488
161,0.037005328
162,0.0512902
163,0.029656634
164,0.30078515
165,7.266416e-05
166,0.16132306
167,0.53027856
168,9.284752e-05
169,0.13841037
170,0.35368618
171,0.1468826
172,6.335178e-05
173,6.4885695e-05
174,0.000105626
175,8.2509825e-05
176,0.00010988076
177,9.683678e-05
178,8.1144484e-05
179,0.083419435
180,0.000103843515
181,0.102024436
182,8.370786e-05
183,8.294766e-05
184,0.12666786
185,0.08568397
186,0.4237992
187,5.166034e-05
188,8.366325e-05
189,6.3596744e-05
190,0.00010020561
191,8.1516446e-05
192,6.470527e-05
193,0.012752762
194,0.000101312944
195,0.11325898
196,0.020223105
197,0.13747422
198,0.092032544
199,0.10207094
200,0.033133347
201,0.030911822
202,6.4186395e-05
203,0.0001564125
204,0.027883127
205,9.0101756e-05
206,0.3992605
207,0.029606322
208,0.08967839
209,7.606388e-05
210,7.426084e-05
211,0.00014728072
212,0.064387694
213,0.2078837
214,8.304604e-05
215,0.018503299
216,0.042150848
217,0.00019371585
218,0.13045007
219,0.30336344
220,0.18734057
221,0.048567023
222,0.000100986166
223,0.359282
224,8.446488e-05
225,0.0001008623
226,0.028361078
227,0.00019918694
228,9.568836e-05
229,0.000111598056
230,0.28612489
231,6.0655395e-05
232,0.14225298
233,0.00016991323
234,7.997231e-05
235,0.096674345
236,7.495808e-05
237,0.035061967
238,0.00012893997
239,8.643525e-05
240,0.00010314077
241,0.060389355
242,7.0671274e-05
243,0.00018792998
244,0.00012296386
245,0.09082593
246,0.17084084
247,9.907467e-05
248,0.058459513
249,0.24219489
250,0.28789023
251,0.048233684
252,0.121387005
253,0.000103894134
254,0.0001225801
255,0.35925573
256,0.028671015
257,0.047049843
258,0.00014557371
259,0.16575319
260,0.1245126
261,6.735604e-05
262,0.15610287
263,0.02967539
264,7.318293e-05
265,0.1462621
266,9.177843e-05
267,0.06812866
268,0.00014680736
269,0.0001022042
270,0.077147156
271,7.963367e-05
272,0.36130401
273,0.15904799
274,0.101714134
275,0.0001274906
276,0.00012294872
277,8.587404e-05
278,0.035924613
279,0.0001208652
280,6.3391606e-05
281,0.2843105
282,0.00010865016
283,8.239417e-05
284,8.6861524e-05
285,0.00011816875
286,0.077096336
287,7.715803e-05
288,8.38029e-05
289,0.5879728
290,8.574385e-05
291,0.11486541
292,0.6696942
293,0.2789561
294,0.00015212409
295,0.00013388977
296,0.1694788
297,0.31691757
298,0.00010004598
299,0.37872955
300,8.4176696e-05
301,0.18889087
302,0.014196063
303,0.0001214879
304,5.2550797e-05
305,0.000101423044
306,0.12174792
307,6.097564e-05
308,0.097332194
309,8.894172e-05
310,0.00013670589
311,0.000116309646
312,0.00010381194
313,0.28306052
314,0.054781925
315,0.00010628779
316,0.00013808768
317,0.1380345
318,0.00011857273
319,9.233823e-05
320,0.108038
321,0.33171347
322,0.14747329
323,0.052596826
324,0.12801343
325,0.07389746
326,0.00014793013
327,0.2682266
328,0.050808232
329,8.0254365e-05
330,8.452982e-05
331,9.217724e-05
332,0.06348228
333,9.942209e-05
334,0.00014648645
335,0.014747933
336,0.3507182
337,0.018096192
338,4.408132e-05
339,7.5430406e-05
340,0.00013671372
341,0.00013120496
342,0.00010285545
343,0.109425396
344,9.913269e-05
345,0.30099222
346,0.2770904
347,0.032913517
348,0.00013261838
349,0.03793452
350,0.14452317
351,0.16661662
352,7.880383e-05
